"","X","unique_Id","fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","total","year","month","day","dayOfWeek","hour","timeOfDay","dist","to_jfk","to_nkw","to_lag","to_msg","to_ts","to_freedom","to_grand","to_bronx","to_nyc"
"7046",7049,"0000002",5.7,-73.987278,40.750423,-73.981166,40.741769,2,1.7404661748405,"2011","7",23,"7",21,"Night",1.09137313324517,41.8493898933867,34.4708893350081,19.985515397274,1.93164784856009,2.89377719644298,8.95909192128608,2.14643013880315,17012.6498941234,8.07452199045695
"7047",7050,"0000005",25.8,-73.992978,40.734014,-73.937684,40.8498,1,3.25037449192757,"2009","1",4,"1",4,"Morning",13.6904642779043,47.6454796277733,42.8280128976717,20.7241781919754,13.8298639368313,13.7126580079455,19.4530733101698,13.7643364713514,17011.4694837769,18.6325323583499
"7048",7051,"0000004",7.7,-73.956927,40.786219,-73.974006,40.795708,3,2.04122032885964,"2009","7",23,"5",20,"Night",1.78341685357186,45.8841668368425,41.8631431037437,15.6501663036285,10.3064217336848,8.05248461728198,19.2667561030368,8.88937445639695,17011.4460062481,18.4988643880348
"7049",7052,"000000169",14.5,-73.98249,40.763247,-73.982245,40.77387,2,2.67414864942653,"2013","5",1,"4",17,"Evening",1.18140388472644,44.5839253074541,36.8594855358049,18.4348980204613,4.45246340700144,2.21286535375761,13.485221492498,3.64659597800734,17013.2924521673,12.7603852811792
"7050",7053,"0000001",5.5,-73.982317,40.772978,-73.977757,40.779412,1,1.70474809223843,"2013","10",17,"5",21,"Night",0.811955206957663,45.3813349776959,38.0237803227586,17.8818180348939,6.1423861246647,3.94602163920375,15.198681495562,5.26623499052219,17013.2299734381,14.4921298449629
"7051",7054,"0000004",4.5,-73.969167,40.798015,-73.961982,40.810493,1,1.50407739677627,"2009","5",21,"5",11,"Mid-Day",1.51355663508711,48.0996274273697,43.4848003611591,16.4788017151745,12.8400775361034,10.6096647054302,21.8966776858345,11.636779471555,17012.0267519704,21.1817066493095
"7052",7055,"000000205",12.5,-73.94575,40.780567,-73.969405,40.758475,5,2.52572864430826,"2009","10",21,"4",9,"Mid-Day",3.16271181996151,41.6966629037794,40.6805602998921,14.3961052728998,7.4302996501728,5.419791165001,15.7532684900244,4.9947711682877,17009.2345236764,14.8077927271331
"7053",7056,"0000003",6.1,-73.989221,40.747904,-73.976514,40.760811,2,1.80828877117927,"2010","7",10,"7",14,"Evening",1.79036145998241,42.7476868741016,35.3839009035022,19.1682550222825,2.28213329557742,2.02474744501918,10.5998631144928,2.04820907889561,17012.7750701257,9.78577561780448
"7054",7057,"000000161",9.5,-73.98164,40.74689,-73.99755,40.759667,2,2.2512917986065,"2013","9",15,"1",10,"Mid-Day",1.95307426446742,43.4962871474974,34.2909931393494,20.3675882235258,2.14648403097825,2.41895557203985,10.0397610164816,2.6275058076943,17013.841958853,9.30781117396738
"7055",7058,"000000186",8.1,-73.964517,40.653633,-73.934785,40.75838,5,2.09186406167839,"2010","3",16,"3",18,"Night",11.913918570067,34.3331851444782,39.7568870668826,21.5000566360712,16.0572711627025,16.071290255858,16.1013494732502,14.695537552671,17005.2383177288,15.3832897977716
"7056",7059,"00000079",7.7,-73.9931,40.747732,-73.982045,40.771015,3,2.04122032885964,"2012","1",13,"6",20,"Night",2.751298074721,44.0880439099218,35.1804954150369,19.7573680600914,2.78235006034366,2.7843539432462,11.2561498047672,3.52583251832074,17013.7652672411,10.542263027448
"7057",7060,"00000022",57.33,-73.77842,40.646755,-73.95537,40.785255,1,4.04882404692029,"2013","11",20,"4",16,"Evening",21.4379353456207,22.5037283112712,55.0548690496521,23.6533391268703,26.5024824190509,25.2796318875381,30.5614272435432,24.5439056450177,16991.9522934108,29.6307412754327
"7058",7061,"00000012",4.5,-73.950443,40.76944,-73.953858,40.777887,1,1.50407739677627,"2009","9",21,"2",13,"Mid-Day",0.982299096087758,41.565008517515,41.8965260313531,13.249485857886,8.69901671097309,6.51867626878345,17.0573021243829,6.34462511511507,17008.5122133663,16.0991282135044
"7059",7062,"0000001",8.5,-74.0035,40.7436,-73.9894,40.7263,1,2.14006616349627,"2011","6",3,"6",19,"Night",2.26095036520342,42.3166863088842,31.7468218293059,22.9457620990976,3.85761972348531,5.94446088254135,6.06119855319356,5.54593475960761,17014.2020868291,5.2491359100119
"7060",7063,"0000006",4.1,-73.979712,40.752386,-73.977921,40.747346,1,1.41098697371026,"2011","7",24,"1",17,"Evening",0.58037478692786,41.5744690209214,35.6148654868655,18.815294792228,2.52220462894658,2.27470344931214,10.1233400019113,0.812885178008984,17011.9150877397,9.20823561853398
"7061",7064,"0000004",6.5,-73.966571,40.76482,-73.979283,40.776692,1,1.87180217690159,"2012","6",2,"7",15,"Evening",1.69959756502705,43.6775345331239,38.5136391454835,16.8219942273757,5.91014887951695,3.73184040989855,14.6851189367514,4.29148261330934,17011.824271855,13.8736302119171
"7062",7065,"0000004",6.5,-74.012342,40.706853,-74.004652,40.708422,1,1.87180217690159,"2013","7",24,"4",14,"Evening",0.671266422643767,41.5681209437019,28.2781975397041,27.6670900731302,9.88301120546643,12.0756080991045,1.53371843267878,11.3353655668594,17015.0439294121,1.61092825975144
"7063",7066,"000000131",12.5,-73.96659,40.758032,-73.933475,40.766295,2,2.52572864430826,"2014","12",15,"2",22,"Night",2.93645708334907,39.6152006789342,41.1383277400331,13.3422357457349,7.75269841271748,5.98702385753726,15.392447444198,5.05341315087557,17007.6752073755,14.3650345752887
"7064",7067,"0000001",7.8,-73.983837,40.761012,-74.004348,40.742474,3,2.05412373369555,"2009","1",5,"2",22,"Night",2.68964675583901,44.0084886870867,33.4301014544333,21.1689897033658,2.70292376493684,2.70013642409054,9.31885378665519,3.63420544688821,17014.5214219117,8.69700643692642
"7065",7068,"0000002",6.9,-73.994114,40.732386,-73.991076,40.751244,1,1.93152141160321,"2010","5",9,"1",11,"Mid-Day",2.11247619789652,42.5622343271547,32.8485864628289,21.6993621226214,2.22761074340605,4.03343597128055,7.40689175206555,3.85071867304587,17013.8542918274,6.59469083418039
"7066",7069,"0000002",5.7,-73.990877,40.734709,-73.986805,40.744515,1,1.7404661748405,"2010","9",27,"2",8,"Morning",1.14307426553218,41.7381853052202,33.2331007752448,21.2529554292185,2.63561525263034,4.3395596565583,7.28480018523683,3.526391879306,17013.1401953566,6.38824167170076
"7067",7070,"0000003",7.3,-73.9855,40.7636,-73.9606,40.7727,2,1.98787434815435,"2011","9",23,"6",20,"Night",2.32831235804988,43.3657223897482,38.1907998319305,16.870022242413,5.30617205381966,3.09507623070546,14.1471633255445,4.02603526991003,17011.7346486909,13.3374717304053
"7068",7071,"0000003",5.3,-74.000607,40.717178,-73.990344,40.731841,1,1.66770682055808,"2011","11",21,"2",8,"Morning",1.84563085076033,41.1064758256638,31.1984704116101,23.8033013996642,5.84536766125517,7.860814849071,4.06951489869246,6.98505318997258,17013.6004925333,2.97675931166427
"7069",7072,"00000016",3.3,-73.935007,40.800912,-73.941795,40.799585,1,1.19392246847243,"2009","4",10,"6",5,"Morning",0.590116546685825,44.4951113475982,46.7874364867133,11.8339890653643,14.4330397264603,12.1043693398534,23.2133458846411,12.4369145710598,17007.3663085529,22.3119982882113
"7070",7073,"000000117",8.5,-73.989295,40.758833,-73.966282,40.7687,1,2.14006616349627,"2009","5",4,"2",12,"Mid-Day",2.22715058686635,43.3531900739621,37.0389389238423,17.8197320833128,4.04060611507027,2.27674239156212,12.9017985542098,3.2286563633113,17012.3328468595,12.1129715539165
"7071",7074,"000000117",17.5,-73.99179,40.75459,-73.987675,40.722595,2,2.86220088092947,"2014","2",12,"4",19,"Night",3.57453454728947,41.8321941747522,33.1860054876602,21.7312356892414,3.61473977074585,4.78248824993216,7.43246557666986,4.70870374256007,17013.2446245144,6.49473331483957
"7072",7075,"0000001",8.1,-73.997663,40.760949,-73.984424,40.742677,1,2.09186406167839,"2011","4",9,"7",21,"Night",2.31768591795466,43.5229540816063,33.963490103785,20.7450509606539,2.36868226831822,2.88718179199002,9.65836082157686,3.22227288627711,17014.0196376375,8.92459927228185
"7073",7076,"0000003",4.9,-73.97929,40.744427,-73.970855,40.752836,2,1.58923520511658,"2011","4",29,"6",22,"Night",1.17438813526702,40.9168710004959,36.1000167023448,18.3253905505244,3.28383022009266,3.05843618100527,10.2749088834896,1.47128975145193,17011.2436899208,9.30597937926126
"7074",7077,"000000133",17.7,-73.982801,40.727099,-73.990929,40.699895,1,2.87356463957978,"2010","5",15,"7",14,"Evening",3.1015490237779,38.8171693661847,32.2099475769961,24.0372142153615,8.38190662494084,10.1208260631752,5.4049901478395,8.87008462997854,17011.7108766531,4.50688348941059
"7075",7078,"00000098",6.5,-73.998248,40.734525,-73.998403,40.722805,1,1.87180217690159,"2011","5",12,"5",20,"Night",1.30326998855088,41.9299416024797,30.9751677240462,23.7757086588134,4.93094719932088,7.09508399365116,4.43340525177771,6.4623728133362,17014.2473206886,3.53826718889061
"7076",7079,"0000006",9.5,0,0,0,0,1,2.2512917986065,"2015","3",28,"7",0,"Night",0,17293.4208292288,17361.1197795747,17314.9975129381,17333.5911498632,17332.5607702632,17335.3583980552,17330.9987045611,327.596007390262,17334.2566048011
"7077",7080,"0000005",10,-73.9906234741211,40.7402381896973,-74.0067138671875,40.7514152526855,1,2.30258509299405,"2015","5",7,"5",11,"Mid-Day",1.83902338539081,43.8599666034463,32.2195743418409,22.3168091044911,2.29090557501614,4.12839341372606,7.9555454560284,4.27873838926957,17015.0282229697,7.33085834903033
"7078",7081,"0000005",5.7,-73.993755,40.71816,-73.982885,40.717522,1,1.7404661748405,"2010","9",12,"1",19,"Night",0.918845804920638,39.3301387449221,32.0159853518554,23.5860385889928,7.36866478007112,9.19320188742424,4.39065540203273,8.02695523629274,17012.1348050652,3.16941596889281
"7079",7082,"000000111",36.5,-74.005622,40.74575,-73.87067,40.773878,1,3.59731226058845,"2011","9",16,"6",9,"Mid-Day",11.7887984053999,39.1038658695506,42.8124644372921,12.3205500449076,11.8155714853246,12.043904208379,17.5482944247711,11.7917666824642,17005.6133058602,16.7341496906964
"7080",7083,"000000177",7.5,-73.977617,40.758137,-73.98904,40.73686,1,2.01490302054226,"2014","3",11,"3",23,"Night",2.55410238435101,41.9704542229037,34.7572094732867,19.7921317538489,3.13804758470622,3.1090615530742,9.26454261912472,2.62973531942312,17012.5615890928,8.37355047290629
"7081",7084,"000000168",19.5,-73.9747,40.753602,-73.892815,40.749682,1,2.9704144655697,"2013","5",9,"5",23,"Night",6.91136631159936,36.2040410959855,42.9487837984918,12.5632141012509,10.0860066784531,8.89628479449331,16.5574955134305,7.34941011631084,17004.5378911331,15.4865269378331
"7082",7085,"00000090",16.5,-74.016122,40.710462,-74.001327,40.762587,3,2.80336038090653,"2013","7",16,"3",14,"Evening",5.92856654103434,44.6469035639001,30.2565721451121,25.0692184229385,6.34698154719245,7.41365672616275,5.97814554394779,8.03885675928549,17016.3002765818,6.31893232427675
"7083",7086,"000000257",11.7,-73.988963,40.718675,-73.954147,40.733847,2,2.45958884180371,"2009","3",6,"6",20,"Night",3.38432320562299,37.8153092070831,35.1889749485675,20.1936778216759,7.34857376704305,8.30036804251946,7.68336885438397,6.76878466642038,17009.716616767,6.46818754124815
"7084",7087,"0000003",17.3,-73.972993,40.761265,-74.004293,40.706268,1,2.85070650150373,"2009","3",31,"3",10,"Mid-Day",6.6598178191104,41.5606056413507,33.2319269998111,22.2008170050887,7.09790226553511,7.12481142546636,7.43291483974188,6.66138366072674,17012.8620835526,6.84097224888925
"7085",7088,"0000006",8.5,-73.961282,40.806183,-73.962274,40.781299,1,2.14006616349627,"2012","3",8,"5",14,"Evening",2.76823442894415,45.9517650681734,42.7471694073448,15.3821049507445,11.0692783560893,8.77325409165527,20.0434732776483,9.51568402518009,17010.954113933,19.2529582425843
"7086",7089,"00000096",17,-73.951283,40.825557,-73.981888,40.775382,1,2.83321334405622,"2013","3",30,"7",13,"Mid-Day",6.14523913675767,47.8988599623444,42.9627233853721,17.4069488887722,11.9996617872326,9.7924114679065,21.0541318806376,10.9428450761781,17012.0348369514,20.3397208722173
"7087",7090,"00000084",5.3,-73.991225,40.763772,-74.00487,40.751723,1,1.66770682055808,"2010","8",20,"6",8,"Morning",1.7651876267358,45.265170559818,33.3953406740788,21.4470424340268,2.4628163372319,2.59465727828633,10.3766573461616,4.03951354066519,17015.4289244652,9.83991143299156
"7088",7091,"0000001",5.7,-73.971751,40.794418,-73.962747,40.811356,1,1.7404661748405,"2011","12",25,"1",7,"Morning",2.03018134450454,48.0729074505595,43.0851552498222,16.6983492266721,12.4550057088809,10.2351942239691,21.5107144534012,11.2962683672226,17012.2456515109,20.8033068078658
"7089",7092,"00000069",10.5,-73.997357,40.736687,-74.00004,40.76153,1,2.35137525716348,"2013","12",5,"5",23,"Night",2.77164592432316,44.3081061593507,32.5671222826985,22.196040362491,2.91967674362728,3.96895376077862,8.53539272435038,4.62033253105579,17015.1717959689,7.91090684706868
"7090",7093,"0000004",12,-73.991569,40.717218,-73.96848,40.750759,1,2.484906649788,"2014","7",25,"6",16,"Evening",4.20648465570505,40.0254138495354,34.3761912512259,20.6075781807678,5.80337708032427,6.33386889896051,7.58495086585262,4.89257670014861,17011.4446846917,6.46716818331025
"7091",7094,"0000002",6,-73.926361,40.765725,-73.940167,40.75111,1,1.79175946922805,"2014","7",27,"1",19,"Night",1.99829379603163,36.9685435710819,43.4650773452602,11.027100190486,10.379497606334,8.88758618772145,16.9140503492408,7.6447359718626,17004.7435215792,15.7791211463664
"7092",7095,"0000001",6.1,-73.982074,40.727954,-73.978425,40.746725,1,1.80828877117927,"2009","6",3,"4",2,"Night",2.10976076424671,40.2730021625769,34.4812085193345,20.2268068934002,4.01194831794499,4.91638336661573,7.93371180373964,3.45445644776664,17011.6229058134,6.87872837949435
"7093",7096,"0000004",8.9,-73.956633,40.778141,-73.982393,40.751513,1,2.18605127673809,"2010","3",21,"1",14,"Evening",3.67062996226016,42.5384786806385,38.432819282573,16.5851776431644,5.29690244511522,4.06564815870565,13.7524925177326,3.77397670757689,17011.0095928641,12.8754432620075
"7094",7097,"0000001",6.5,-74.042958,40.729792,-74.011897,40.716137,1,1.87180217690159,"2010","10",4,"2",8,"Morning",3.02606382067212,45.803961858881,25.9817903729716,28.804683299705,8.89472517533887,11.1147894800589,3.53582891776287,11.1051465013616,17018.8226259378,4.051146664652
"7095",7098,"00000030",2.9,-74.001597,40.73949,-74.001597,40.73949,1,1.06471073699243,"2011","3",17,"5",11,"Mid-Day",0,43.5564508582101,31.1936547987555,23.2205022452064,2.81116103791278,5.13398245534071,6.28113637659473,5.05241215356475,17015.2453364527,5.68925614907938
"7096",7099,"0000001",10.5,-74.000435,40.727283,-73.968452,40.76023,1,2.35137525716348,"2012","1",21,"7",17,"Evening",4.54768105362793,41.8383240863844,34.3232575764937,20.32677177123,5.01233148555695,5.15546863941032,8.45717877202889,4.5533166191352,17012.5885888163,7.57986384468248
"7097",7100,"0000009",52,-73.982788,40.766597,-73.78629,40.644047,1,3.95124371858143,"2012","10",28,"1",5,"Morning",21.4486744532634,22.9325868672229,51.4188322657312,25.9923792738495,23.0950858033239,21.9485472419319,27.141559783462,21.7397414289398,16994.4179608591,26.2912305610144
"7098",7101,"00000043",8,-73.97683,40.766132,-73.973767,40.784367,1,2.07944154167984,"2013","8",8,"5",17,"Evening",2.04397778475959,44.6695919649055,38.6424157432059,17.1978887366816,6.34197515233664,4.05215457054011,15.3328564445431,5.02695356912123,17012.4065904702,14.5675796671112
"7099",7102,"0000001",15.5,-74.006901,40.743945,-73.956821,40.770877,1,2.7408400239252,"2014","2",20,"5",0,"Night",5.17309623775057,43.2597713717109,35.8205883947657,18.8848437182596,5.17517151097802,5.20613386794551,11.5526524558814,5.33634751115576,17012.7385954782,10.8747311494672
"7100",7103,"00000053",57.33,-73.997515,40.741417,-73.792847,40.660937,1,4.04882404692029,"2014","9",14,"1",7,"Morning",19.4360949618469,24.1036814777441,48.336507617914,26.0136693820964,20.6884652475061,21.7330300653044,22.9292089727949,20.7119955693336,16996.0073328828,22.0739978215985
"7101",7104,"0000003",20.5,-73.965771,40.754752,-73.904936,40.815392,1,3.02042488614436,"2013","3",27,"4",23,"Night",8.46757250455352,42.3476513769643,45.7026284406545,12.9975177766331,12.745120250777,10.9121214933905,20.7850329189689,10.2420905260565,17006.221966773,19.7951538688553
"7102",7105,"0000003",12,-73.994214,40.750974,-73.983384,40.726359,1,2.484906649788,"2013","6",1,"7",23,"Night",2.88514692577547,41.6495640019309,33.2829583611223,21.5089259288901,2.90035832262405,4.7900755036687,7.50313370465248,4.42093149789127,17013.0931822232,6.58512330658787
"7103",7106,"0000001",4.1,-73.951066,40.770617,-73.95878,40.774888,1,1.41098697371026,"2012","1",21,"7",9,"Mid-Day",0.804675862567468,41.7519383974785,41.3832250330962,13.7093990499045,8.19103583822234,5.98993548811677,16.6158719449776,5.88321167697147,17008.9320138995,15.6714647868571
"7104",7107,"0000003",17.7,-73.991983,40.726356,-74.005087,40.706935,1,2.87356463957978,"2012","5",19,"7",15,"Evening",2.42553333547389,40.8509914787975,30.3339640097311,25.1785558029703,7.63063860167799,9.6835512972901,3.30840529944149,8.78827602997511,17013.7751157448,2.63120029166771
"7105",7108,"000000222",5.5,-73.992767,40.753587,-73.982788,40.765102,1,1.70474809223843,"2013","11",24,"1",0,"Night",1.53162220621012,44.0596283430043,35.1032017637928,19.6840851699704,2.20080920525774,1.59184323130203,11.2395971945114,2.77210871781146,17013.7978052497,10.5337547467392
"7106",7109,"000000202",10.5,-73.96607,40.758112,-73.985678,40.731062,4,2.35137525716348,"2014","9",12,"6",20,"Night",3.43156561309083,40.6377574874259,35.7226627445544,18.9060454185752,4.70992543990078,4.70105284808353,9.53705891093589,3.62382753262358,17011.2056997807,8.5155967882012
"7107",7110,"00000043",3.7,-74.003495,40.725147,-74.002182,40.729485,2,1.30833281965018,"2010","5",29,"7",19,"Night",0.494890043769997,42.4567154076332,30.1390442621229,24.5633727364634,5.39573231523158,7.63390908753958,3.70847532663904,7.11147892062292,17014.9371681213,2.98489535448128
"7108",7111,"0000001",4.5,-73.96533,40.759107,-73.973187,40.748767,1,1.50407739677627,"2014","1",6,"2",16,"Evening",1.32662559816502,40.8413870099476,37.452123580298,17.0075455114061,4.26429679712786,3.17410584351761,11.8101082770938,1.78041460519985,17010.5064010373,10.8347171582467
